chr	start	end	ID	ADJ.P-value	PER	AMP	ZT1	ZT4	ZT7	ZT10	ZT13	ZT16	ZT19	ZT22	max	min	fold change	ADJ.phase
chr7	108233570	108234070	intergenic_si_19531	0.011607466	24	1.470782105	4	5.48	6.99	7.56	16.7	4.47	7.28	2.62	16.7	2.62	6.374045802	12.25
chr1	4791601	4792101	intergenic_si_6	0.011607466	24	2.856711396	4	2.74	3.99	5.38	8.26	6.83	6.78	1.97	8.26	1.97	4.192893401	13
chr1	21236218	21236718	intragenic_si_34	0.002024057	24	5.706351724	5.01	3.13	8.18	13.08	17.41	9.99	15.81	7.54	17.41	3.13	5.562300319	13
chr1	21289911	21290411	intergenic_si_93	0.011607466	24	9.581296885	24.53	16.44	14.77	17.29	37.34	20.23	34.38	32.13	37.34	14.77	2.528097495	13
chr1	21295933	21296433	intergenic_si_96	0.002024057	24	3.514320702	1.5	3.52	6.59	9.01	11.31	7.62	10.79	7.21	11.31	1.5	7.54	13
chr1	72889147	72889647	intragenic_bi_181	0.011607466	24	0.282842712	2.5	1.96	4.59	3.2	5.92	4.99	4.77	5.57	5.92	1.96	3.020408163	13
chr1	89970930	89971430	intragenic_si_254	0.024890262	21	2.156675683	5.01	3.52	2.99	3.78	7.18	6.57	5.02	3.28	7.18	2.99	2.401337793	13
chr1	93353526	93354026	intragenic_si_282	3.66E-06	24	4.497199128	11.51	7.44	12.58	14.1	24.96	17.87	15.31	14.1	24.96	7.44	3.35483871	13
chr1	93354158	93354658	intragenic_si_283	1.77E-05	24	3.111269837	2	5.48	10.98	12.93	14.18	10.77	10.54	8.53	14.18	2	7.09	13
chr1	121960448	121960948	intragenic_bi_328	0.011607466	24	8.605489527	15.52	19.96	42.32	44.47	78.82	30.75	34.13	40.49	78.82	15.52	5.078608247	13
chr1	152977213	152977713	intergenic_bi_427	0.024890262	21	28.53175862	122.14	120.53	107.2	133.11	201.44	148.48	158.09	118.04	201.44	107.2	1.879104478	13
chr1	191866002	191866502	intergenic_bi_627	0.000244031	24	1.880904038	0	6.65	7.59	11.48	12.75	8.93	6.27	6.89	12.75	0.01	1275	13
chr1	191867712	191868212	intergenic_bi_630	0.011607466	24	2.55265548	9.51	7.83	23.75	24.27	32.14	12.09	23.59	20.82	32.14	7.83	4.104725415	13
chr10	67595323	67595823	intragenic_si_811	0.002024057	24	0.494974747	3	2.74	1	2.47	8.8	3.42	4.27	3.44	8.8	1	8.8	13
chr10	79812313	79812813	intergenic_si_2177	1.77E-05	24	3.146625176	4.51	6.26	7.79	9.01	12.93	10.51	7.28	2.95	12.93	2.95	4.383050847	13
chr10	80137017	80137517	intragenic_si_923	0.000244031	24	2.192031022	3.5	1.96	3.59	4.94	9.87	5.26	9.79	5.25	9.87	1.96	5.035714286	13
chr10	89096101	89096601	intergenic_bi_1046	0.011607466	24	2.694076836	17.52	24.65	27.15	30.66	34.83	30.22	26.85	32.63	34.83	17.52	1.988013699	13
chr10	89193109	89193609	intragenic_bi_1111	0.011607466	24	2.015254326	11.51	11.74	7.79	10.46	21.54	13.4	20.83	14.59	21.54	7.79	2.76508344	13
chr10	95122348	95122848	intergenic_bi_1077	0.011607466	24	4.29920923	6.01	9	3.39	4.21	16.52	10.77	15.81	15.08	16.52	3.39	4.873156342	13
chr10	127939408	127939908	intragenic_bi_1297	0.011607466	24	2.892066735	5.01	3.91	5.59	10.32	12.57	8.67	6.02	9.51	12.57	3.91	3.21483376	13
chr11	40567028	40567528	intragenic_si_1315	0.002024057	24	0.487903679	6.01	4.7	7.19	7.7	12.75	7.88	7.78	8.69	12.75	4.7	2.712765957	13
chr11	51590937	51591437	intragenic_si_1367	0.002024057	24	1.668772004	1	0	0.4	3.49	6.28	3.94	1.76	0.98	6.28	0.01	628	13
chr11	68678446	68678946	intragenic_si_1457	1.77E-05	24	4.277996026	1.5	1.57	6.79	7.41	16.16	7.62	5.52	1.48	16.16	1.48	10.91891892	13
chr11	79528823	79529323	intergenic_si_3591	0.002024057	24	9.439875529	15.52	23.48	24.75	34	47.94	38.1	34.88	37.38	47.94	15.52	3.088917526	13
chr11	96692779	96693279	intergenic_si_3834	0.002024057	24	1.859690835	3	2.74	2.4	3.78	6.64	4.99	5.77	4.59	6.64	2.4	2.766666667	13
chr11	106703341	106703841	intragenic_bi_2132	0.000244031	24	1.491995308	0.5	1.96	3.19	4.07	8.26	3.15	3.76	0.98	8.26	0.5	16.52	13
chr11	117182621	117183121	intragenic_si_1895	0.002024057	24	1.414213562	1.5	1.17	1.6	2.47	9.87	2.63	8.53	7.71	9.87	1.17	8.435897436	13
chr11	117680351	117680851	intragenic_bi_2253	0.011607466	24	13.7956533	14.52	17.22	36.73	25.29	76.12	33.64	35.38	16.23	76.12	14.52	5.242424242	13
chr11	117688567	117689067	intragenic_bi_2255	0.002024057	24	17.54331924	27.03	26.22	35.93	33.86	100.18	66.75	86.32	42.13	100.18	26.22	3.820747521	13
chr11	117706354	117706854	intergenic_bi_2161	0.011607466	24	8.923687579	13.52	22.31	44.12	41.56	77.2	24.7	38.14	34.92	77.2	13.52	5.710059172	13
chr11	120650235	120650735	intragenic_bi_2335	0.011607466	24	6.837722574	18.52	16.83	18.56	24.41	32.85	22.34	29.86	24.59	32.85	16.83	1.951871658	13
chr12	16593929	16594429	intragenic_si_2025	0.011607466	24	5.218448045	5.01	5.48	2.6	7.12	14	13.67	13.8	7.87	14	2.6	5.384615385	13
chr12	33450392	33450892	intergenic_bi_2316	0.002024057	24	4.744686502	1	0	3.19	10.17	13.47	6.31	7.53	4.59	13.47	0.01	1347	13
chr12	33450736	33451236	intergenic_si_4556	1.77E-05	24	2.701147904	0	1.17	3.19	7.99	8.26	4.99	2.51	2.62	8.26	0.01	826	13
chr12	40951102	40951602	intragenic_si_2066	0.011607466	24	0.509116882	4.51	2.74	4.79	5.23	6.82	4.73	6.27	4.59	6.82	2.74	2.489051095	13
chr12	85383057	85383557	intragenic_bi_2609	0.011607466	24	1.760695885	0.5	0	2.99	3.78	5.75	1.05	2.26	1.15	5.75	0.01	575	13
chr12	105978748	105979248	intragenic_si_2275	0.024890262	24	1.166726189	5.51	3.91	4.79	5.52	8.26	5.52	7.78	4.59	8.26	3.91	2.112531969	13
chr12	110077015	110077515	intergenic_si_5158	0.024890262	24	3.054701295	2.5	3.13	8.98	8.57	13.47	5.52	5.52	7.71	13.47	2.5	5.388	13
chr12	110084492	110084992	intergenic_si_5163	0.011607466	24	4.822468248	12.01	18	25.75	30.66	45.78	29.43	23.84	35.74	45.78	12.01	3.81182348	13
chr12	112275155	112275655	intergenic_si_5173	0.011607466	24	2.121320344	4.51	3.52	3.59	2.18	6.64	6.57	6.52	4.59	6.64	2.18	3.04587156	13
chr13	23538548	23539048	intergenic_si_5509	0.011607466	24	62.3880313	188.72	217.18	181.25	235.41	395.15	365.28	258.72	273.14	395.15	181.25	2.180137931	13
chr13	23896319	23896819	intergenic_bi_2741	0.002024057	24	1.48492424	11.51	7.44	13.97	15.4	21.9	14.72	13.3	14.43	21.9	7.44	2.943548387	13
chr13	23917159	23917659	intragenic_si_2402	0.011607466	24	0.671751442	1	0	2.2	1.74	5.21	3.15	2.51	4.43	5.21	0.01	521	13
chr13	24906817	24907317	intergenic_si_5586	0.002024057	24	10.12576911	80.09	73.57	126.36	129.48	144.17	124.3	116.94	117.22	144.17	73.57	1.959630284	13
chr13	38617936	38618436	intragenic_bi_2937	0.002024057	24	6.201326471	6.51	9	17.77	18.89	26.03	10.51	13.8	11.64	26.03	6.51	3.998463902	13
chr13	69670296	69670796	intragenic_bi_3108	0.002024057	24	3.061772363	1.5	0	3.79	5.09	13.64	4.99	8.28	2.95	13.64	0.01	1364	13
chr13	69671024	69671524	intragenic_si_2631	0.005044451	24	2.877924599	0	0	4.59	4.36	11.85	2.37	2.51	1.64	11.85	0.01	1185	13
chr14	48182660	48183160	intragenic_si_2904	1.77E-05	24	4.440630586	5.01	3.91	6.99	9.45	14.72	13.14	11.29	5.74	14.72	3.91	3.764705882	13
chr14	67625972	67626472	intragenic_bi_3595	0.002024057	24	2.503158005	2.5	2.35	4.19	6.25	8.8	4.2	5.02	2.3	8.8	2.3	3.826086957	13
chr14	121229584	121230084	intergenic_bi_3525	0.024890262	24	0.799030663	2.5	1.17	4.39	4.07	57.27	5.52	5.52	6.56	57.27	1.17	48.94871795	13
chr14	121245690	121246190	intergenic_bi_3526	0.011607466	24	3.853731957	7.01	5.09	4.79	4.8	15.26	11.56	11.04	8.03	15.26	4.79	3.185803758	13
chr15	85570306	85570806	intragenic_si_3450	0.002024057	24	2.050609665	1	1.17	4.79	4.07	7.18	2.37	2.76	2.3	7.18	1	7.18	13
chr16	84746162	84746662	intergenic_bi_4339	1.77E-05	24	25.46998626	69.58	79.44	103.4	120.32	124.6	87.25	98.87	70.66	124.6	69.58	1.790744467	13
chr17	3246617	3247117	intragenic_si_3953	0.002024057	24	4.553767671	3.5	2.74	0.8	4.07	21.18	19.18	6.02	9.18	21.18	0.8	26.475	13
chr17	17512554	17513054	intragenic_si_4012	5.97E-07	24	1.414213562	0.5	0.39	2.2	3.2	7.9	4.2	3.26	2.3	7.9	0.39	20.25641026	13
chr17	30715162	30715662	intergenic_si_9270	0.011607466	24	0.728319985	13.52	19.17	19.56	22.81	24.06	14.45	20.83	18.53	24.06	13.52	1.779585799	13
chr17	46136406	46136906	intergenic_bi_4694	0.011607466	24	5.183092706	4	1.96	11.38	11.33	11.85	7.36	4.77	7.05	11.85	1.96	6.045918367	13
chr18	50293349	50293849	intragenic_si_4625	0.002024057	24	3.662813127	2	4.3	3.59	5.52	14.72	9.99	11.54	5.25	14.72	2	7.36	13
chr18	50293622	50294122	intragenic_bi_5554	0.011607466	24	2.580939751	2	3.52	2.99	4.21	12.39	9.46	9.54	4.43	12.39	2	6.195	13
chr18	54023402	54023902	intragenic_si_4640	0.002024057	24	7.325626253	3	2.74	20.16	20.78	22.98	6.31	9.79	6.23	22.98	2.74	8.386861314	13
chr18	64487885	64488385	intergenic_bi_5174	0.011607466	23	4.006938427	24.03	21.91	17.97	26.01	41.11	34.16	24.34	22.62	41.11	17.97	2.287701725	13
chr18	64488094	64488594	intergenic_bi_5175	0.011607466	23	5.95619612	24.03	19.96	17.37	25.87	41.29	34.95	25.09	22.95	41.29	17.37	2.377086931	13
chr18	75095325	75095825	intergenic_bi_5225	0.002024057	24	13.65423194	11.51	12.52	34.53	34.29	34.83	14.98	28.36	14.1	34.83	11.51	3.026064292	13
chr18	75117664	75118164	intragenic_bi_5650	0.002024057	24	1.244507935	2.5	4.7	6.19	7.12	9.87	2.89	5.77	4.43	9.87	2.5	3.948	13
chr19	4060737	4061237	intergenic_si_10712	0.011607466	24	68.05195662	414.48	390.15	568.91	458.04	660.5	574.99	654.96	564.8	660.5	390.15	1.692938613	13
chr19	29446581	29447081	intragenic_si_4975	1.77E-05	24	2.291025971	3.5	2.35	3.99	4.5	8.26	7.88	6.78	4.59	8.26	2.35	3.514893617	13
chr19	34597462	34597962	intragenic_si_5005	0.005044451	24	0.335875721	1	0.39	1	1.16	5.39	1.31	3.76	1.48	5.39	0.39	13.82051282	13
chr19	56593870	56594370	intergenic_bi_5654	1.77E-05	24	2.481944802	1	1.17	6.79	7.27	7.9	3.42	2.26	1.48	7.9	1	7.9	13
chr19	60871126	60871626	intergenic_si_11413	0.002024057	24	3.825447686	1.5	1.17	2	8.28	9.16	5.78	7.53	2.3	9.16	1.17	7.829059829	13
chr2	5440328	5440828	intragenic_bi_6221	0.011607466	24	0.579827561	0.5	0.78	1.6	1.89	5.21	0.53	1.51	0.82	5.21	0.5	10.42	13
chr2	32216127	32216627	intergenic_bi_5869	0.002024057	24	5.282087655	19.52	15.26	16.97	17.87	27.11	24.44	25.09	22.3	27.11	15.26	1.776539974	13
chr2	84936154	84936654	intergenic_si_12165	0.000244031	24	1.576848122	0.5	0.78	5.59	5.81	5.92	4.73	4.77	2.79	5.92	0.5	11.84	13
chr2	105789851	105790351	intragenic_bi_6680	0.002024057	24	1.081873375	9.01	7.44	9.58	11.19	12.03	10.25	10.54	9.67	12.03	7.44	1.616935484	13
chr2	121966459	121966959	intragenic_si_5653	0.024890262	21	1.449568901	9.01	7.83	5.79	8.14	10.95	9.2	9.03	6.39	10.95	5.79	1.89119171	13
chr2	154910222	154910722	intergenic_bi_6273	0.000244031	24	19.38886794	23.53	39.52	29.54	45.92	70.38	57.03	56.96	39.84	70.38	23.53	2.991075223	13
chr2	155098661	155099161	intergenic_si_12642	0.011607466	24	1.506137444	6.51	8.61	9.58	8.28	10.05	3.68	6.27	6.39	10.05	3.68	2.730978261	13
chr2	167155280	167155780	intragenic_si_5860	0.011607466	24	1.598061325	2.5	0.39	0.6	2.33	8.26	2.63	4.77	1.97	8.26	0.39	21.17948718	13
chr2	167241664	167242164	intergenic_bi_6377	0.011607466	24	1.562705986	2.5	1.96	3.59	4.36	9.87	3.94	7.03	5.57	9.87	1.96	5.035714286	13
chr3	32473837	32474337	intragenic_bi_7126	0.000244031	24	0.74246212	4	5.87	5.59	6.83	10.41	6.57	5.52	5.57	10.41	4	2.6025	13
chr3	36816746	36817246	intragenic_si_5962	5.97E-07	24	5.444722215	2.5	5.09	8.58	12.79	18.67	9.2	9.03	4.26	18.67	2.5	7.468	13
chr3	75757974	75758474	intragenic_si_6047	0.024890262	24	1.986970055	1	2.35	1	1.45	10.23	5.52	5.02	2.46	10.23	1	10.23	13
chr3	137926371	137926871	intergenic_bi_7046	0.011607466	24	5.077026689	2	1.17	9.18	10.61	15.08	2.89	6.27	4.75	15.08	1.17	12.88888889	13
chr4	40102505	40103005	intragenic_bi_7749	5.97E-07	24	3.450681092	4.51	5.87	7.98	11.33	13.47	8.93	7.28	2.95	13.47	2.95	4.566101695	13
chr4	49490012	49490512	intragenic_bi_7862	0.000244031	24	3.026417023	3.5	1.57	1.6	2.03	9.52	6.31	5.52	5.41	9.52	1.57	6.063694268	13
chr4	49490162	49490662	intragenic_si_6557	0.002024057	24	3.995153314	4	1.96	1.8	2.76	10.95	8.41	7.28	6.56	10.95	1.8	6.083333333	13
chr4	104547150	104547650	intragenic_si_6747	0.000244031	24	4.603265146	14.52	10.57	22.36	22.38	41.65	23.65	27.6	21.15	41.65	10.57	3.940397351	13
chr4	137350057	137350557	intragenic_bi_8311	0.011607466	24	3.761808076	1	0.39	6.19	6.83	10.41	3.68	7.78	2.46	10.41	0.39	26.69230769	13
chr4	138893671	138894171	intergenic_si_15609	0.000244031	24	9.24188563	33.04	37.96	46.11	38.95	79.71	34.95	23.09	4.75	79.71	4.75	16.78105263	13
chr4	142828399	142828899	intergenic_si_15677	0.011607466	24	2.814284989	9.01	7.83	2.4	10.03	17.77	11.56	10.79	15.74	17.77	2.4	7.404166667	13
chr5	28645180	28645680	intragenic_si_7192	0.011607466	24	8.619631663	14.52	9.39	13.17	18.46	48.65	16.29	31.12	26.72	48.65	9.39	5.181043663	13
chr5	31118410	31118910	intragenic_si_7204	0.011607466	22.5	1.562705986	4	1.17	0.8	3.49	5.57	4.47	4.02	2.13	5.57	0.8	6.9625	13
chr5	53415113	53415613	intergenic_bi_8041	0.024890262	24	4.023437585	2.5	0	0	2.18	8.26	4.47	6.27	6.39	8.26	0.01	826	13
chr5	67692928	67693428	intergenic_si_16278	0.011607466	24	4.765899705	11.01	9	11.58	13.66	28.37	15.77	18.32	24.26	28.37	9	3.152222222	13
chr5	90631434	90631934	intergenic_bi_8171	0.002024057	24	1.018233765	3.5	1.57	3.79	4.94	10.77	3.94	8.03	4.75	10.77	1.57	6.859872611	13
chr5	130465066	130465566	intragenic_bi_8969	0.011607466	24	5.748778131	16.52	22.31	29.94	34.73	40.93	31.27	26.6	35.25	40.93	16.52	2.477602906	13
chr5	152030183	152030683	intergenic_si_17373	0.002024057	24	3.330472939	5.01	4.7	4.59	7.41	10.95	9.72	7.53	9.67	10.95	4.59	2.385620915	13
chr6	5138754	5139254	intragenic_bi_9167	0.011607466	24	2.545584412	6.01	3.13	2.6	2.47	8.62	8.15	8.53	7.54	8.62	2.47	3.489878543	13
chr6	5148480	5148980	intergenic_si_17413	0.011607466	24	4.900249994	2	2.35	3.39	7.56	15.98	5.78	11.04	6.89	15.98	2	7.99	13
chr6	5148624	5149124	intergenic_bi_8691	0.011607466	24	8.004448763	8.01	6.26	6.39	15.69	29.62	8.67	20.33	17.71	29.62	6.26	4.731629393	13
chr6	31212104	31212604	intragenic_si_7828	0.002024057	24	1.965756852	1.5	1.17	5.19	5.23	7.36	3.15	1.51	2.3	7.36	1.17	6.290598291	13
chr6	71939951	71940451	intergenic_bi_8859	0.011607466	24	3.995153314	1.5	5.48	10.38	12.93	26.93	16.03	13.8	22.46	26.93	1.5	17.95333333	13
chr6	85784416	85784916	intergenic_bi_8916	3.66E-06	24	4.461843789	0	0	3.39	7.12	10.23	6.31	3.01	0.49	10.23	0.01	1023	13
chr6	87835911	87836411	intergenic_bi_8952	0.002024057	24	3.556747109	3.5	2.35	4.99	6.39	12.03	7.36	8.53	2.46	12.03	2.35	5.119148936	13
chr6	87836226	87836726	intergenic_bi_8953	0.002024057	24	1.725340546	6.01	3.13	7.19	8.28	13.64	8.15	10.54	6.89	13.64	3.13	4.357827476	13
chr6	149115836	149116336	intragenic_bi_9836	0.002024057	24	278.3313712	839.96	675.42	710.64	904.89	1219.21	1201.75	874.79	1193.54	1219.21	675.42	1.805113855	13
chr7	105534759	105535259	intergenic_bi_9713	0.002024057	24	15.57049132	11.51	7.83	11.98	34	49.01	27.59	29.86	20	49.01	7.83	6.259259259	13
chr7	108214557	108215057	intergenic_si_19529	0.000244031	24	10.13991124	11.01	9	25.35	27.46	28.19	18.4	16.56	12.13	28.19	9	3.132222222	13
chr7	108215020	108215520	intergenic_bi_9746	0.000244031	24	7.551900423	13.52	12.52	31.74	32.55	33.75	18.4	18.32	15.25	33.75	12.52	2.695686901	13
chr7	126749403	126749903	intragenic_bi_10558	0.002024057	24	1.336431816	2	1.17	1.2	1.31	6.82	4.99	2.26	3.11	6.82	1.17	5.829059829	13
chr7	152129167	152129667	intergenic_si_19933	0.011607466	24	1.223294731	2	1.96	2.2	4.65	6.82	3.42	2.51	3.44	6.82	1.96	3.479591837	13
chr8	64089289	64089789	intragenic_bi_11006	0.011607466	24	3.358757211	7.51	5.09	1.4	3.34	22.26	5.78	11.79	9.84	22.26	1.4	15.9	13
chr8	73244668	73245168	intragenic_bi_11060	0.011607466	24	10.88944443	46.55	39.52	30.34	29.21	63.91	50.19	59.72	54.92	63.91	29.21	2.187949332	13
chr8	73244802	73245302	intragenic_si_9196	0.011607466	24	10.79752055	40.05	38.35	32.94	30.37	65.35	46.51	58.97	53.77	65.35	30.37	2.151794534	13
chr8	119783493	119783993	intragenic_si_9426	0.011607466	24	3.280975465	4.51	1.57	3.39	6.39	8.8	6.57	8.03	1.8	8.8	1.57	5.605095541	13
chr8	122892707	122893207	intergenic_si_20992	0.011607466	24	1.209152596	11.01	9	8.58	10.9	14.9	12.61	11.04	11.15	14.9	8.58	1.736596737	13
chr9	21492948	21493448	intragenic_bi_11513	0.011607466	24	2.998132752	2	4.3	9.38	7.85	11.49	3.15	7.53	3.61	11.49	2	5.745	13
chr9	46046862	46047362	intergenic_bi_10870	0.002024057	24	1.994041123	2.5	2.35	3.19	3.78	9.69	4.73	9.03	8.53	9.69	2.35	4.123404255	13
chr9	50308847	50309347	intragenic_bi_11669	0.011607466	24	6.802367235	65.07	59.87	60.28	38.8	74.33	69.9	67.5	66.73	74.33	38.8	1.915721649	13
chr9	66132908	66133408	intergenic_si_21756	0.011607466	24	2.467802666	2	3.13	2.79	3.2	8.62	6.57	8.28	5.08	8.62	2	4.31	13
chr9	66366484	66366984	intragenic_si_9791	0.000244031	24	1.965756852	4.51	5.87	10.38	10.46	11.49	9.99	6.78	9.18	11.49	4.51	2.54767184	13
chr1	21234101	21234601	intragenic_si_33	0.011607466	24	3.832518754	0.5	1.96	6.19	6.1	10.77	5.78	8.53	3.11	10.77	0.5	21.54	14.5
chr1	89910851	89911351	intergenic_si_589	0.002024057	24	7.544829355	3.5	3.52	16.57	15.11	19.03	20.76	8.03	8.36	20.76	3.5	5.931428571	14.5
chr1	89921396	89921896	intergenic_bi_262	0.002024057	24	6.46295598	12.51	4.3	21.56	16.13	41.83	41.78	14.05	8.53	41.83	4.3	9.727906977	14.5
chr1	134034452	134034952	intragenic_si_362	0.002024057	24	0.721248917	2	1.96	4.39	3.05	5.39	3.15	2.76	2.13	5.39	1.96	2.75	14.5
chr10	5720795	5721295	intragenic_bi_685	0.011607466	24	0.325269119	0	1.57	2.6	2.03	8.26	4.47	0.5	2.3	8.26	0.01	826	14.5
chr10	5725247	5725747	intragenic_bi_686	0.000244031	24	1.364716088	1	0.78	2.4	2.91	7.36	4.73	1.51	0.98	7.36	0.78	9.435897436	14.5
chr10	68683062	68683562	intragenic_si_828	0.011607466	24	2.870853532	0.5	1.96	5.59	9.15	20.11	2.63	9.03	8.53	20.11	0.5	40.22	14.5
chr10	68768343	68768843	intergenic_bi_870	0.011607466	24	3.118340905	3.5	9.39	13.57	16.28	18.31	6.04	13.8	11.48	18.31	3.5	5.231428571	14.5
chr11	48619964	48620464	intragenic_bi_1467	0.002024057	24	12.42386615	23.53	36.78	36.53	55.37	59.61	53.35	39.4	51.48	59.61	23.53	2.533361666	14.5
chr11	82591951	82592451	intergenic_si_3651	0.002024057	24	3.931513703	10.51	10.57	13.77	16.13	21.18	19.45	11.79	17.21	21.18	10.51	2.015223597	14.5
chr11	102282417	102282917	intergenic_si_4003	1.77E-05	24	2.665792565	3	5.48	5.59	6.54	17.77	8.41	8.03	4.26	17.77	3	5.923333333	14.5
chr11	102282760	102283260	intergenic_bi_2051	0.000244031	24	1.393000359	4.51	6.26	6.99	6.98	20.47	9.46	7.53	5.74	20.47	4.51	4.538802661	14.5
chr11	120572587	120573087	intragenic_bi_2329	0.011607466	24	0.721248917	6.51	9.39	9.38	12.21	16.7	10.25	9.54	11.64	16.7	6.51	2.565284178	14.5
chr12	25364290	25364790	intragenic_si_2037	3.66E-06	24	3.443610024	0	0	2.6	6.54	11.67	4.47	2.76	0.49	11.67	0.01	1167	14.5
chr12	33453910	33454410	intergenic_bi_2318	1.77E-05	24	8.372144289	1	1.96	8.78	28.05	29.26	8.93	13.8	6.39	29.26	1	29.26	14.5
chr12	33455582	33456082	intergenic_si_4560	5.97E-07	24	2.701147904	1	1.17	2.79	7.85	12.75	4.99	3.76	1.97	12.75	1	12.75	14.5
chr12	106235285	106235785	intragenic_bi_2724	0.011607466	24	1.286934342	4.51	2.35	4.19	4.36	6.64	6.04	4.27	2.62	6.64	2.35	2.825531915	14.5
chr12	112613644	112614144	intragenic_si_2328	0.002024057	24	5.953839098	12.51	6.26	8.58	17	21.54	16.29	14.81	7.54	21.54	6.26	3.440894569	14.5
chr12	112614111	112614611	intragenic_si_2329	0.002024057	24	4.985102807	13.52	7.83	8.98	14.82	19.39	16.03	13.05	8.85	19.39	7.83	2.476372925	14.5
chr14	14900546	14901046	intragenic_bi_3290	0.000244031	24	3.344615075	6.01	7.04	8.58	13.95	19.75	9.2	17.32	7.38	19.75	6.01	3.286189684	14.5
chr14	55001524	55002024	intragenic_bi_3476	0.011607466	24	0.721248917	1.5	1.96	2.2	1.74	5.57	2.89	5.02	1.64	5.57	1.5	3.713333333	14.5
chr15	81974505	81975005	intergenic_bi_3858	0.000244031	24	2.135462479	5.01	4.3	6.59	10.75	22.26	7.1	8.03	6.07	22.26	4.3	5.176744186	14.5
chr15	85572958	85573458	intragenic_si_3451	0.011607466	24	2.496086938	1	2.74	3.99	6.54	7.36	2.1	6.27	3.28	7.36	1	7.36	14.5
chr16	8603093	8603593	intragenic_bi_4244	1.77E-05	24	3.012274888	1	2.35	4.79	4.94	9.16	12.35	4.77	2.95	12.35	1	12.35	14.5
chr16	42909973	42910473	intragenic_bi_4520	1.77E-05	24	5.480077554	8.01	6.26	11.98	27.76	53.68	29.96	10.04	8.53	53.68	6.26	8.575079872	14.5
chr16	43169224	43169724	intragenic_bi_4522	1.77E-05	24	2.170817818	0.5	0.39	2.2	8.14	12.75	10.25	1.76	1.31	12.75	0.39	32.69230769	14.5
chr19	34819949	34820449	intragenic_si_5015	0.011607466	24	4.412346315	7.51	9	19.16	11.04	30.34	15.24	26.85	11.15	30.34	7.51	4.039946738	14.5
chr2	71445241	71445741	intergenic_bi_5979	0.000244031	24	8.308504679	2	2.35	9.38	14.1	20.83	10.77	18.82	6.39	20.83	2	10.415	14.5
chr2	122069462	122069962	intragenic_si_5660	0.011607466	24	7.297341982	13.52	12.91	23.56	35.46	37.52	17.87	23.84	20.17	37.52	12.91	2.906274206	14.5
chr2	154928242	154928742	intergenic_si_12633	0.000244031	24	4.454772721	18.52	35.22	26.15	39.24	47.94	41.52	37.14	38.04	47.94	18.52	2.588552916	14.5
chr3	51037343	51037843	intragenic_bi_7151	0.011607466	24	3.111269837	4.51	8.22	11.98	15.11	21.18	10.25	14.55	13.28	21.18	4.51	4.696230599	14.5
chr3	79091645	79092145	intergenic_si_13514	0.002024057	24	1.301076477	0.5	1.17	2.2	0.73	5.92	3.42	3.01	1.64	5.92	0.5	11.84	14.5
chr3	95239880	95240380	intragenic_si_6153	0.011607466	24	1.216223664	2	0.39	1.6	3.49	7.18	2.63	2.76	1.31	7.18	0.39	18.41025641	14.5
chr4	40103075	40103575	intragenic_bi_7750	5.97E-07	24	3.45775216	3	3.52	5.19	9.3	11.85	8.41	6.27	4.1	11.85	3	3.95	14.5
chr5	123453328	123453828	intergenic_si_16902	0.000244031	24	3.408254685	0.5	0.78	4.39	7.12	9.69	3.68	5.77	2.3	9.69	0.5	19.38	14.5
chr5	136167100	136167600	intragenic_si_7637	0.002024057	24	0.728319985	1	3.91	6.99	4.94	9.34	7.36	3.26	4.1	9.34	1	9.34	14.5
chr5	136170468	136170968	intragenic_si_7638	0.002024057	24	0.636396103	8.51	11.74	15.57	12.64	25.85	18.13	9.03	12.62	25.85	8.51	3.03760282	14.5
chr5	152033569	152034069	intergenic_si_17374	0.002024057	24	3.111269837	4	6.26	3.99	7.41	12.57	11.04	7.28	7.38	12.57	3.99	3.15037594	14.5
chr6	21936989	21937489	intragenic_si_7802	0.000244031	24	2.588010819	10.01	6.65	11.18	12.35	15.26	14.45	10.29	8.69	15.26	6.65	2.294736842	14.5
chr6	71939602	71940102	intergenic_bi_8858	0.002024057	24	2.220315293	1	3.13	5.79	8.14	17.59	8.93	7.03	14.76	17.59	1	17.59	14.5
chr7	13586891	13587391	intergenic_bi_9312	5.97E-07	24	11.61069335	26.03	34.44	38.33	50.86	73.25	61.23	50.19	38.86	73.25	26.03	2.814060699	14.5
chr7	71061432	71061932	intragenic_si_8607	3.66E-06	24	12.04909955	0	0.39	6.39	19.04	27.11	17.87	11.04	6.39	27.11	0.01	2711	14.5
chr7	71062547	71063047	intragenic_si_8608	5.97E-07	24	24.57903171	7.01	23.09	39.72	64.08	87.79	45.2	41.41	23.28	87.79	7.01	12.5235378	14.5
chr7	105529003	105529503	intergenic_bi_9709	1.77E-05	24	10.6985256	3.5	7.83	6.59	18.89	32.32	25.75	18.07	11.48	32.32	3.5	9.234285714	14.5
chr7	107126793	107127293	intragenic_si_8789	0.002024057	24	5.904341623	12.01	14.87	17.37	25.72	45.06	23.91	23.09	24.76	45.06	12.01	3.751873439	14.5
chr7	133417194	133417694	intragenic_si_8884	0.000244031	24	1.895046174	3	3.91	7.98	6.54	12.03	10.25	8.28	7.87	12.03	3	4.01	14.5
chr7	133417588	133418088	intragenic_si_8885	0.002024057	24	1.117228714	1.5	1.57	4.39	3.2	5.92	4.2	3.26	2.62	5.92	1.5	3.946666667	14.5
